trip_id,hotel_name,nights,rooms,check_in_time,check_out_time,hotel_per_room_usd,stay_duration_calc,stay_calc
518867-2783c2ad09524eb692ea88a845665511,Accor - san jose,0,2,2023-03-30 18:31:12.720,2023-03-31 11:00:00,161,0 days 16:28:47.280000,0
518971-d0dbdc3df7294a4cae236aada41dbf3b,Fairmont - philadelphia,0,1,2023-02-27 12:02:11.400,2023-02-28 11:00:00,54,0 days 22:57:48.600000,0
518998-bdc08a2047d545d2b2b024aac212a5f6,Extended Stay  - new york,-1,1,2023-01-30 11:03:20.565,2023-01-29 11:00:00,244,-2 days +23:56:39.435000,-2
519254-52ced753d17240448ab06c211f0a377c,Extended Stay  - detroit,0,2,2023-05-25 14:23:03.075,2023-05-26 11:00:00,132,0 days 20:36:56.925000,0
519260-69c078483fa04394b032a568f8723675,Rosewood - ottawa,0,1,2023-03-08 13:46:36.255,2023-03-09 11:00:00,393,0 days 21:13:23.745000,0
519260-bd1c13c2c6ca4d2ca87e4feef4b7c582,Accor - memphis,0,1,2023-07-20 15:14:58.650,2023-07-21 11:00:00,196,0 days 19:45:01.350000,0
519368-ae48036653394e0986982e5eb45f929d,Banyan Tree  - houston,0,1,2023-01-22 17:23:14.640,2023-01-23 11:00:00,198,0 days 17:36:45.360000,0
519532-55698a9d9e23460cb236fca581b9ec56,Choice Hotels - milwaukee,0,1,2023-06-23 11:42:24.660,2023-06-23 11:00:00,192,-1 days +23:17:35.340000,-1
519554-710c09021d5045038cdfd059f7af21cc,Four Seasons - indianapolis,0,1,2023-05-31 12:44:40.020,2023-06-01 11:00:00,512,0 days 22:15:19.980000,0
519595-7b5fb141c7264b8883179d4f7438ddd3,Extended Stay  - toronto,0,1,2023-04-22 22:23:44.385,2023-04-23 11:00:00,44,0 days 12:36:15.615000,0
519596-b46babd3e2384bc5ae77078506d46b82,Choice Hotels - san antonio,0,1,2023-02-01 11:23:21.750,2023-02-01 11:00:00,96,-1 days +23:36:38.250000,-1
519694-f3c2a692bf174d9890ab4fd63740e20f,Fairmont - houston,0,1,2023-07-03 16:02:57.300,2023-07-04 11:00:00,247,0 days 18:57:02.700000,0
519725-cd3c41f793b4427e8ea87390fd4cf1b5,Extended Stay  - houston,0,1,2023-02-02 12:37:17.175,2023-02-03 11:00:00,63,0 days 22:22:42.825000,0
519747-9cf248b57fb04be5ae1afbaa60f6909e,Four Seasons - edmonton,0,1,2023-01-16 16:26:48.930,2023-01-17 11:00:00,155,0 days 18:33:11.070000,0
519848-50c35c3d8ffd4714b8a4e3edac1c10cd,Hyatt - philadelphia,0,1,2023-01-19 13:49:13.530,2023-01-20 11:00:00,270,0 days 21:10:46.470000,0
519888-ae95de405f1d48da9267d3d27ad4b386,Four Seasons - los angeles,0,1,2023-02-12 09:29:55.860,2023-02-12 11:00:00,86,0 days 01:30:04.140000,0
519893-5b99dc39efc3413aaa285c57eacc42b6,Wyndham - montreal,0,1,2023-03-28 15:10:07.050,2023-03-29 11:00:00,169,0 days 19:49:52.950000,0
519912-cfbb8d0f37004bbc9ad43354005d1383,Marriott  - san diego,0,1,2023-03-07 12:39:12.690,2023-03-08 11:00:00,161,0 days 22:20:47.310000,0
519965-7b33577c5b2740239a64c1cb495fae2d,Wyndham - houston,0,1,2023-01-17 12:18:47.835,2023-01-18 11:00:00,342,0 days 22:41:12.165000,0
520097-1f92688e5b604d11b6f6c9aa1c2ffeda,Extended Stay  - chicago,0,1,2023-04-20 17:32:31.785,2023-04-21 11:00:00,255,0 days 17:27:28.215000,0
520177-933fd2702b36428abc3dde6d57067f9c,Crowne Plaza - philadelphia,0,1,2023-01-16 17:21:19.440,2023-01-17 11:00:00,261,0 days 17:38:40.560000,0
520225-2ca7cf7952894d65a796787c8d7ec39d,Four Seasons - los angeles,0,1,2023-07-28 09:37:10.740,2023-07-28 11:00:00,185,0 days 01:22:49.260000,0
520248-60cc70eb2712449293a85c0884944943,Choice Hotels - nashville,0,1,2023-02-20 11:32:13.965,2023-02-20 11:00:00,107,-1 days +23:27:46.035000,-1
520250-c6a14e45fdcf4327b2b73a551e88b462,Accor - edmonton,0,1,2023-05-09 13:37:47.685,2023-05-10 11:00:00,109,0 days 21:22:12.315000,0
520277-0ee2058f94bb431da49aadc89a68267c,Extended Stay  - fort worth,0,1,2023-01-26 10:09:52.155,2023-01-26 11:00:00,35,0 days 00:50:07.845000,0
520291-27373fcb88fe438b8705c3dad60ba4b4,Starwood  - chicago,0,1,2023-01-26 18:30:52.155,2023-01-27 11:00:00,91,0 days 16:29:07.845000,0
520291-df600159506041b8b2cfe1152f83b887,Best Western - new york,-1,1,2023-02-15 16:58:03.945,2023-02-15 11:00:00,199,-1 days +18:01:56.055000,-1
520311-7235bfc5bc2c470aa75f1720ec0b6ff9,InterContinental  - phoenix,0,1,2023-03-17 12:57:40.590,2023-03-18 11:00:00,179,0 days 22:02:19.410000,0
520327-20f18ac9c6bb4655b1535a1e443f51cf,NH Hotel  - los angeles,0,1,2023-03-14 18:57:24.300,2023-03-15 11:00:00,256,0 days 16:02:35.700000,0
520405-28f6b7db67db4a7d8c0f7d404b079507,Accor - montreal,0,1,2023-01-22 10:01:24.555,2023-01-22 11:00:00,164,0 days 00:58:35.445000,0
520436-cb2c930bd3154953867e5a143b0502fa,Shangri-La - los angeles,0,1,2023-01-15 18:30:52.155,2023-01-16 11:00:00,54,0 days 16:29:07.845000,0
520491-02f28deeeba64baab1db231d62400222,Best Western - oklahoma city,0,1,2023-06-14 20:41:32.010,2023-06-15 11:00:00,132,0 days 14:18:27.990000,0
520530-2d885e34a8f447a4acf4986d4ad561a4,Rosewood - new york,0,1,2023-05-04 14:58:03.945,2023-05-05 11:00:00,59,0 days 20:01:56.055000,0
520539-3c1e5cb6187548c7ae7a13df7e9aae67,Four Seasons - toronto,0,1,2023-01-15 11:52:22.440,2023-01-15 11:00:00,187,-1 days +23:07:37.560000,-1
520770-a7567fcda308461f8c7bddafa14dd7b0,Shangri-La - san diego,0,1,2023-01-18 15:56:28.995,2023-01-19 11:00:00,124,0 days 19:03:31.005000,0
520878-57fd33f7acf14005aa66976a206e06dc,Hilton - los angeles,0,1,2023-02-25 13:46:36.255,2023-02-26 11:00:00,91,0 days 21:13:23.745000,0
521004-5a2aa9b2931e433495cb9147e9d91156,Radisson  - columbus,0,1,2023-02-19 11:18:56.430,2023-02-19 11:00:00,101,-1 days +23:41:03.570000,-1
521033-db8070e667254ee7824758a040aade8b,Accor - toronto,0,2,2023-05-30 13:54:24.165,2023-05-31 11:00:00,188,0 days 21:05:35.835000,0
521044-c613dec779d8429f8ac999f98d424215,Four Seasons - louisville,0,1,2023-02-26 10:37:17.175,2023-02-26 11:00:00,173,0 days 00:22:42.825000,0
521060-9381ac73691747f7b8891d819872a107,Rosewood - houston,0,2,2023-05-23 12:10:47.820,2023-05-24 11:00:00,95,0 days 22:49:12.180000,0
521066-c0633489dea9421ea52405c7ff01de71,InterContinental  - baltimore,0,1,2023-02-01 13:55:58.260,2023-02-02 11:00:00,164,0 days 21:04:01.740000,0
521066-cdc993dda4aa487c94540a222bfd53e9,Rosewood - san francisco,0,1,2023-01-24 13:15:14.670,2023-01-25 11:00:00,223,0 days 21:44:45.330000,0
521070-8c79d9672ab542fa947d162501ff178b,InterContinental  - chicago,0,1,2023-01-18 10:55:28.425,2023-01-18 11:00:00,244,0 days 00:04:31.575000,0
521070-968406646c8d4bddb3858026cec93bb8,NH Hotel  - san francisco,0,1,2023-03-12 13:15:14.670,2023-03-13 11:00:00,134,0 days 21:44:45.330000,0
521070-bb5760044bfe4daba81b7eb12fd0813e,Four Seasons - san diego,0,1,2023-04-24 20:49:21.990,2023-04-25 11:00:00,334,0 days 14:10:38.010000,0
521127-2dfff4b8dc664a4987c2c79d73ed495b,Conrad  - las vegas,0,1,2023-01-31 12:03:08.640,2023-02-01 11:00:00,224,0 days 22:56:51.360000,0
521170-b8e5bcfbac4a4149a015164d99bc939c,Hyatt - toronto,0,1,2023-01-21 09:54:05.085,2023-01-21 11:00:00,347,0 days 01:05:54.915000,0
521185-b166503f3fd14168b3a643e1b726ac84,Choice Hotels - columbus,0,1,2023-02-18 13:00:18.360,2023-02-19 11:00:00,50,0 days 21:59:41.640000,0
521212-256b1e8da6664dad832706b59459e6be,Shangri-La - phoenix,0,1,2023-04-01 10:48:26.505,2023-04-01 11:00:00,139,0 days 00:11:33.495000,0
521309-7e828ff2248c490b9a29a59cf730c45a,Best Western - calgary,0,1,2023-01-17 14:07:47.865,2023-01-18 11:00:00,67,0 days 20:52:12.135000,0
521335-3cce682f216b42a1a8778811b89cd5c9,Extended Stay  - oklahoma city,-1,1,2023-03-11 09:59:40.290,2023-03-10 11:00:00,421,-1 days +01:00:19.710000,-1
521343-160630e9eda24c0b8bfee461fbd530cf,Aman Resorts - new york,0,1,2023-01-19 11:05:17.385,2023-01-19 11:00:00,227,-1 days +23:54:42.615000,-1
521404-f2bf455dddbf441390c695caa9b9626e,Marriott  - los angeles,0,1,2023-02-21 20:58:21.405,2023-02-22 11:00:00,95,0 days 14:01:38.595000,0
521416-ab10c9c1957e4f609e1f5990dbf5dbdd,Shangri-La - ottawa,0,1,2023-02-04 11:40:43.050,2023-02-04 11:00:00,328,-1 days +23:19:16.950000,-1
521720-45ead3fa67ff4f7e82cc9afea9fbca01,Aman Resorts - san francisco,0,1,2023-01-17 13:54:00.270,2023-01-18 11:00:00,104,0 days 21:05:59.730000,0
521748-10829eba981a4727bb0839a06b95b46b,Wyndham - toronto,0,1,2023-02-27 10:41:30.660,2023-02-27 11:00:00,79,0 days 00:18:29.340000,0
521814-7e983552823f4b47b861d653fcad1e4f,Best Western - philadelphia,0,1,2023-03-18 09:41:59.820,2023-03-18 11:00:00,335,0 days 01:18:00.180000,0
521884-1346b811ca9548fc98e4dd0d948f0b84,InterContinental  - dallas,0,1,2023-01-30 09:36:52.200,2023-01-30 11:00:00,133,0 days 01:23:07.800000,0
521956-3f5c4243e6ef493cbd7a116263dbded8,Conrad  - charlotte,0,1,2023-01-17 16:10:51.690,2023-01-18 11:00:00,97,0 days 18:49:08.310000,0
521956-66d2121a88934d84b38abaf746038fb7,InterContinental  - chicago,0,1,2023-02-08 15:53:25.935,2023-02-09 11:00:00,70,0 days 19:06:34.065000,0
521963-749e078e4ec248648530f02b97afb421,Fairmont - new york,0,2,2023-01-16 18:43:37.065,2023-01-17 11:00:00,228,0 days 16:16:22.935000,0
521992-b94e9951f8c64bf5815847e8a0491d5f,Starwood  - louisville,0,1,2023-04-20 12:42:22.545,2023-04-21 11:00:00,224,0 days 22:17:37.455000,0
521992-feedb1a3af994ead890cae0db5d22742,Hyatt - columbus,0,1,2023-01-25 13:00:18.360,2023-01-26 11:00:00,42,0 days 21:59:41.640000,0
521997-0dff897b5c274d4383540831f6bdd71e,Extended Stay  - san jose,0,1,2023-07-10 14:09:21.555,2023-07-11 11:00:00,100,0 days 20:50:38.445000,0
522118-3b0639cd45f545fea420ce1e8fc170f7,Conrad  - fort worth,0,1,2023-02-16 17:16:41.655,2023-02-17 11:00:00,178,0 days 17:43:18.345000,0
522152-4010dde203ff4adf8be7458e89c4f499,Rosewood - los angeles,0,1,2023-02-04 16:30:05.490,2023-02-05 11:00:00,59,0 days 18:29:54.510000,0
522315-9e0c62da511441a0940321c3cb0316f1,Rosewood - detroit,0,1,2023-03-15 09:48:15.390,2023-03-15 11:00:00,140,0 days 01:11:44.610000,0
522373-b1fdf2c649484b8d90b8f324588247dc,Rosewood - phoenix,0,2,2023-02-05 14:20:46.995,2023-02-06 11:00:00,93,0 days 20:39:13.005000,0
522426-dcd771ab43b547528e0149092cc19c05,NH Hotel  - chicago,0,1,2023-04-13 16:52:09.705,2023-04-14 11:00:00,28,0 days 18:07:50.295000,0
522438-80952050d6bb45139f231446e2821229,Choice Hotels - detroit,0,1,2023-04-06 12:57:19.080,2023-04-07 11:00:00,136,0 days 22:02:40.920000,0
522441-b1936e8f3bea4a6d9b5506a3335db474,Hyatt - toronto,0,1,2023-04-15 09:42:32.580,2023-04-15 11:00:00,84,0 days 01:17:27.420000,0
522465-2e06bf65359048b8928b54299a1e9362,Wyndham - winnipeg,0,1,2023-02-08 13:35:10.185,2023-02-09 11:00:00,77,0 days 21:24:49.815000,0
522465-96e19e97b34a44dcb0d3399721a4149b,Hilton - las vegas,0,1,2023-04-28 14:30:00.135,2023-04-29 11:00:00,78,0 days 20:29:59.865000,0
522533-226606028b544eb68edcc774d3055574,InterContinental  - los angeles,0,1,2023-02-27 19:40:15.465,2023-02-28 11:00:00,240,0 days 15:19:44.535000,0
522533-2275635562da4f4890c8620bcdf754f3,Best Western - san jose,0,1,2023-01-18 13:58:04.845,2023-01-19 11:00:00,293,0 days 21:01:55.155000,0
522654-e908016c96a2421fb3ff5a03d06d8ee2,Radisson  - winnipeg,0,1,2023-01-18 12:35:10.185,2023-01-19 11:00:00,286,0 days 22:24:49.815000,0
522937-02573f85ea2349eab387aa1c928e0635,Hilton - indianapolis,0,1,2023-05-04 21:01:19.515,2023-05-05 11:00:00,66,0 days 13:58:40.485000,0
522939-10274f975c8c480b925ecd7f029f162f,Conrad  - montreal,0,1,2023-01-29 10:01:24.555,2023-01-29 11:00:00,148,0 days 00:58:35.445000,0
522999-1e6b9a2242b447469f69d5f82a5ccd23,Crowne Plaza - las vegas,0,2,2023-03-13 13:20:09.015,2023-03-14 11:00:00,41,0 days 21:39:50.985000,0
523030-0427f72500d34e61b95d59c44a57fbc4,Starwood  - milwaukee,0,1,2023-01-17 13:18:36.810,2023-01-18 11:00:00,38,0 days 21:41:23.190000,0
523030-ed28b19bc917448ea0a535bd4274eaab,Aman Resorts - philadelphia,-1,1,2023-02-16 19:33:06.030,2023-02-16 11:00:00,94,-1 days +15:26:53.970000,-1
523271-bcf4a99f6c874ac98c3c9801b58740a0,Radisson  - new york,0,1,2023-04-10 22:58:03.945,2023-04-11 11:00:00,119,0 days 12:01:56.055000,0
523273-70681fe70d5c4f0293ccb987f8c4fc4b,Fairmont - san antonio,-1,1,2023-01-20 19:18:09.990,2023-01-20 11:00:00,57,-1 days +15:41:50.010000,-1
523290-41694eb8d1a8442d9c238c76db5e12cb,Choice Hotels - new york,0,1,2023-03-10 17:31:48.090,2023-03-11 11:00:00,123,0 days 17:28:11.910000,0
523454-eb7eb04a40b74166a91609c1afd63c4f,InterContinental  - phoenix,0,1,2023-01-21 18:31:13.080,2023-01-22 11:00:00,119,0 days 16:28:46.920000,0
523612-7a46e15a2f9144f8a6aae7a7f24fb097,Rosewood - nashville,0,1,2023-01-16 20:58:13.800,2023-01-17 11:00:00,122,0 days 14:01:46.200000,0
523717-86bf861e051442629e1af21d77d56985,Accor - los angeles,0,1,2023-02-12 22:40:29.820,2023-02-13 11:00:00,279,0 days 12:19:30.180000,0
523756-0067356011cc403d87358daeab0a4b82,Accor - new york,0,1,2023-03-16 19:52:12.585,2023-03-17 11:00:00,273,0 days 15:07:47.415000,0
523756-ddf02cf17af849548c5b282acd1a2512,Best Western - chicago,0,1,2023-02-28 13:53:14.415,2023-03-01 11:00:00,220,0 days 21:06:45.585000,0
523787-c8323be89afc440ebe052957246a8fba,Choice Hotels - los angeles,0,1,2023-04-02 17:31:32.970,2023-04-03 11:00:00,119,0 days 17:28:27.030000,0
523877-f9cedc40332e4acb885a2a181d58dbed,Aman Resorts - quebec,0,1,2023-02-12 15:12:01.215,2023-02-13 11:00:00,427,0 days 19:47:58.785000,0
523913-3efcab0f730b4394bbc9ca32eb38431f,Four Seasons - edmonton,0,1,2023-01-27 12:27:13.050,2023-01-28 11:00:00,181,0 days 22:32:46.950000,0
524001-ddc52ab47ef945e68fa89bbd24ad53b7,Hyatt - seattle,0,1,2023-07-10 17:07:51.330,2023-07-11 11:00:00,177,0 days 17:52:08.670000,0
524038-26bbd8e9404c4954b79b782eb63abdb2,Starwood  - phoenix,0,1,2023-04-09 19:24:44.100,2023-04-10 11:00:00,92,0 days 15:35:15.900000,0
524043-cc4114a025ac442486fb0de213afdf19,Crowne Plaza - detroit,0,1,2023-04-06 17:39:15.480,2023-04-07 11:00:00,229,0 days 17:20:44.520000,0
524169-69cf0044d7b346dfba755ed8dca93b65,Hilton - ottawa,0,1,2023-02-19 13:45:39.330,2023-02-20 11:00:00,129,0 days 21:14:20.670000,0
524200-3d7516fef7694ff0a8a886a15b136447,Starwood  - charlotte,-1,1,2023-05-04 18:05:37.230,2023-05-04 11:00:00,289,-1 days +16:54:22.770000,-1
524211-60b3eb9ff20b48fd9011064718a0d007,NH Hotel  - ottawa,-1,1,2023-04-29 14:40:43.050,2023-04-29 11:00:00,245,-1 days +20:19:16.950000,-1
524365-137a080cc411489c870f4fd56b1725af,Conrad  - winnipeg,0,1,2023-07-01 18:46:53.490,2023-07-02 11:00:00,103,0 days 16:13:06.510000,0
524412-dae981cfaef143b8b80d1894b66920b5,Aman Resorts - portland,0,1,2023-04-05 10:04:43.455,2023-04-05 11:00:00,468,0 days 00:55:16.545000,0
524412-e303a5e41d884b8587b8f11acd481e9b,Hyatt - los angeles,0,1,2023-01-18 09:38:05.865,2023-01-18 11:00:00,350,0 days 01:21:54.135000,0
524668-db7ecefca6af4c15af2f3ed5846cd836,Four Seasons - philadelphia,0,1,2023-05-11 10:11:17.745,2023-05-11 11:00:00,153,0 days 00:48:42.255000,0
524805-3fdda197e5a94dd2b13b4ca1dc8b428f,Conrad  - milwaukee,0,1,2023-02-06 15:34:03.045,2023-02-07 11:00:00,184,0 days 19:25:56.955000,0
524807-d61397c150304702aa6ad52d1f366f83,Hyatt - los angeles,0,1,2023-07-03 11:25:39.495,2023-07-03 11:00:00,285,-1 days +23:34:20.505000,-1
524909-297a0bb970fb4ef2991e87d9dcc71511,Shangri-La - los angeles,0,1,2023-01-26 12:25:57.630,2023-01-27 11:00:00,37,0 days 22:34:02.370000,0
524923-a88db4ead5cb4517a11e253c5c0d45f3,Hilton - san francisco,0,2,2023-04-24 13:39:06.120,2023-04-25 11:00:00,69,0 days 21:20:53.880000,0
524980-ce8bc329a01344b4961c88061ddcafe9,NH Hotel  - new york,0,1,2023-07-09 10:29:05.775,2023-07-09 11:00:00,87,0 days 00:30:54.225000,0
525089-ab7e3f8f944941d099da523d1e85e3db,Marriott  - nashville,0,1,2023-04-19 21:58:18.750,2023-04-20 11:00:00,125,0 days 13:01:41.250000,0
525102-2e983379368d479183b54b69003df8c5,Aman Resorts - los angeles,0,1,2023-05-16 18:11:49.380,2023-05-17 11:00:00,284,0 days 16:48:10.620000,0
525176-27c7ad5dbce549e58a089de3f4a1d537,Conrad  - toronto,0,1,2023-01-26 15:42:43.335,2023-01-27 11:00:00,244,0 days 19:17:16.665000,0
525410-9fef236be49046b9af0fd861dfc9e25b,Extended Stay  - los angeles,0,1,2023-01-29 14:13:17.265,2023-01-30 11:00:00,218,0 days 20:46:42.735000,0
525447-88b20910930640c7b709c2214dfb3619,Conrad  - new york,0,1,2023-01-19 13:16:47.415,2023-01-20 11:00:00,65,0 days 21:43:12.585000,0
525447-a326273950bf423ea3fb2ef4321ad50f,Hilton - new york,0,1,2023-04-20 13:16:47.415,2023-04-21 11:00:00,119,0 days 21:43:12.585000,0
525555-4c3941ecd36841008e7c5568377bad05,Crowne Plaza - edmonton,0,1,2023-01-26 16:22:41.835,2023-01-27 11:00:00,91,0 days 18:37:18.165000,0
525610-0e659d76bdb04815aad3e728d06499f0,Crowne Plaza - los angeles,0,1,2023-05-01 23:18:14.130,2023-05-02 11:00:00,92,0 days 11:41:45.870000,0
525611-363d040195c84662bb043e90920991ab,Extended Stay  - new york,0,1,2023-01-24 13:12:44.595,2023-01-25 11:00:00,179,0 days 21:47:15.405000,0
525716-b701aca91b4e40a18cc74b5abf2d422b,Crowne Plaza - new york,0,1,2023-01-27 15:40:32.025,2023-01-28 11:00:00,95,0 days 19:19:27.975000,0
525722-c749fb1c1670487d8c56efff403bdc9f,Accor - milwaukee,0,1,2023-01-20 12:57:40.590,2023-01-21 11:00:00,402,0 days 22:02:19.410000,0
525804-0cbeb8a6944540819e6c6658c2aa9a6e,Fairmont - ottawa,-1,1,2023-03-21 16:39:27.540,2023-03-21 11:00:00,94,-1 days +18:20:32.460000,-1
525864-9c416a5f2d2a4c81a4d98d4928d1b780,Conrad  - philadelphia,0,2,2023-07-17 12:58:03.000,2023-07-18 11:00:00,91,0 days 22:01:57,0
525920-2c8d19c8d2834611b22064e56d390d49,Shangri-La - san antonio,-1,1,2023-05-20 18:08:14.595,2023-05-20 11:00:00,267,-1 days +16:51:45.405000,-1
525975-f25afe1295b34ab588d0f27a0039dc1e,Best Western - los angeles,0,1,2023-01-22 11:29:34.575,2023-01-22 11:00:00,69,-1 days +23:30:25.425000,-1
526084-81745b56185f4ee280693d39e1b685c7,Rosewood - nashville,0,1,2023-03-20 12:32:04.785,2023-03-21 11:00:00,106,0 days 22:27:55.215000,0
526084-9de029c21b594720819c08f81dda668a,NH Hotel  - montreal,0,1,2023-01-20 09:39:37.575,2023-01-20 11:00:00,50,0 days 01:20:22.425000,0
526354-0cf0b099d59345a29e894fca9fbe0b9f,Conrad  - philadelphia,0,1,2023-03-15 15:33:45.540,2023-03-16 11:00:00,223,0 days 19:26:14.460000,0
526365-7b25cb638e2841daa63a23e708d8fd1b,Accor - phoenix,0,1,2023-03-12 11:56:45.960,2023-03-12 11:00:00,185,-1 days +23:03:14.040000,-1
526445-58beabb935c841a29361f178285f67aa,Shangri-La - san antonio,0,1,2023-02-27 17:56:02.400,2023-02-28 11:00:00,90,0 days 17:03:57.600000,0
526490-bc1872e571624ae5aac473a046c6e9bb,NH Hotel  - chicago,-1,1,2023-02-05 11:15:50.400,2023-02-04 11:00:00,79,-2 days +23:44:09.600000,-2
526490-eb30346e74c6477795f22813427e3c78,Hyatt - chicago,0,1,2023-06-08 10:15:50.400,2023-06-08 11:00:00,90,0 days 00:44:09.600000,0
526628-039ff65fc7f343fab8e2ba7fefa21080,Starwood  - denver,0,1,2023-05-07 12:15:56.970,2023-05-08 11:00:00,234,0 days 22:44:03.030000,0
526628-b6a3dcceb3f34db9ad19fa44312935d7,Marriott  - san antonio,0,2,2023-06-29 12:30:10.260,2023-06-30 11:00:00,234,0 days 22:29:49.740000,0
526901-ddb83d0c771f483d93e412e5232d4e36,Radisson  - quebec,0,1,2023-01-22 13:18:46.935,2023-01-23 11:00:00,117,0 days 21:41:13.065000,0
526959-ea1a8d94d1a84e5a8c47fc351a412361,NH Hotel  - new york,0,2,2023-03-28 13:51:29.790,2023-03-29 11:00:00,47,0 days 21:08:30.210000,0
527109-ec918e044ef34ce1b1b9b567c85d87aa,Fairmont - indianapolis,0,1,2023-01-24 19:50:57.660,2023-01-25 11:00:00,331,0 days 15:09:02.340000,0
527232-bd2ac8e3e2394dd383d954177f8b313b,Marriott  - dallas,0,1,2023-02-16 10:29:35.610,2023-02-16 11:00:00,150,0 days 00:30:24.390000,0
527346-0ff4e9cdf1ba4f678eeb62a0f9a113cb,NH Hotel  - oklahoma city,0,2,2023-03-25 19:16:17.940,2023-03-26 11:00:00,98,0 days 15:43:42.060000,0
527354-c9e1319d49d647e0b848055e91759cfd,Banyan Tree  - los angeles,0,2,2023-02-26 09:29:55.860,2023-02-26 11:00:00,126,0 days 01:30:04.140000,0
527464-71459703b84642a196f4fcc788f536dc,Hilton - houston,0,1,2023-03-06 10:47:20.985,2023-03-06 11:00:00,349,0 days 00:12:39.015000,0
527824-c242ac1154c043a0888db5b32a05aba2,Conrad  - montreal,0,1,2023-06-14 13:40:43.905,2023-06-15 11:00:00,120,0 days 21:19:16.095000,0
528122-d58ec81e2ab44005a973f08d89905550,Hyatt - memphis,-1,1,2023-03-11 10:38:00.600,2023-03-10 11:00:00,310,-1 days +00:21:59.400000,-1
528186-0e4f46c2370448f58f37301edf0636ce,Four Seasons - san jose,0,1,2023-06-19 16:54:12.690,2023-06-20 11:00:00,255,0 days 18:05:47.310000,0
528242-59f02e1e5a5f488b9ae5d84a342b8d23,Four Seasons - chicago,0,1,2023-04-30 16:19:33.510,2023-05-01 11:00:00,88,0 days 18:40:26.490000,0
528248-3b3d7f137f0e43deb9fbac52e624af91,Fairmont - new york,0,1,2023-06-02 11:01:28.110,2023-06-02 11:00:00,186,-1 days +23:58:31.890000,-1
528411-8b11994a4cdc435d80cfe7d452d61678,Radisson  - oklahoma city,0,1,2023-03-04 15:28:47.910,2023-03-05 11:00:00,503,0 days 19:31:12.090000,0
528490-24b26bd279eb4a7c86b301f8fbaa5345,Hilton - charlotte,0,1,2023-01-21 13:10:23.880,2023-01-22 11:00:00,65,0 days 21:49:36.120000,0
528490-b493434f53a2477dbf0daacb5bf0cc31,Fairmont - jacksonville,0,2,2023-02-19 17:11:51.540,2023-02-20 11:00:00,183,0 days 17:48:08.460000,0
528542-71584407f48d44e58187e77e4db8281b,Fairmont - toronto,0,1,2023-04-15 15:41:30.660,2023-04-16 11:00:00,293,0 days 19:18:29.340000,0
528612-c97f5e04b1b14cf6a319b8b2f7914da0,NH Hotel  - los angeles,0,1,2023-02-17 20:14:28.815,2023-02-18 11:00:00,102,0 days 14:45:31.185000,0
528690-ece323bb9df5451bb88fde44c6e02722,Starwood  - detroit,0,3,2023-01-25 09:29:54.375,2023-01-25 11:00:00,72,0 days 01:30:05.625000,0
528706-d22f1cbc7fc44b78878870e2c0f0022e,Accor - houston,0,1,2023-03-14 13:51:43.200,2023-03-15 11:00:00,106,0 days 21:08:16.800000,0
528735-40ab1cc1756745c1814b683d2af2e07c,Rosewood - toronto,0,2,2023-07-28 17:02:59.550,2023-07-29 11:00:00,224,0 days 17:57:00.450000,0
528744-dc79d453ff08433ebdc044ace48f591e,Shangri-La - calgary,0,1,2023-07-10 15:02:53.025,2023-07-11 11:00:00,102,0 days 19:57:06.975000,0
528827-f05ef829b6354b61b359cf99bedceb3f,Hilton - new york,0,1,2023-03-23 11:03:20.565,2023-03-23 11:00:00,194,-1 days +23:56:39.435000,-1
528828-07470f4ff6f64e45820abd028ec3b229,Fairmont - washington,0,1,2023-01-21 15:54:04.545,2023-01-22 11:00:00,55,0 days 19:05:55.455000,0
528842-0dc36d45ea9d44b582ad147514bb9028,Conrad  - dallas,0,1,2023-03-15 21:37:26.085,2023-03-16 11:00:00,167,0 days 13:22:33.915000,0
528942-103109e75d0e4a13bbe0c65aba85a847,Banyan Tree  - chicago,0,1,2023-03-27 10:28:04.890,2023-03-27 11:00:00,188,0 days 00:31:55.110000,0
528995-707ee619b5644799a3ee7c4f25afc544,Conrad  - charlotte,0,1,2023-03-29 13:50:56.265,2023-03-30 11:00:00,193,0 days 21:09:03.735000,0
529205-e6232c16c1e24900bdf6feb66b382380,Best Western - new york,0,1,2023-04-11 11:49:54.570,2023-04-11 11:00:00,175,-1 days +23:10:05.430000,-1
529224-a8cf2d6448ff4aabb6eb6f30a17b425f,Wyndham - san diego,0,1,2023-04-04 16:54:16.560,2023-04-05 11:00:00,72,0 days 18:05:43.440000,0
529309-a5bac1eaeca54b21b8f46f329787af7a,NH Hotel  - new york,0,1,2023-07-19 13:12:41.895,2023-07-20 11:00:00,82,0 days 21:47:18.105000,0
529338-01adfebdd57f48769b26814ec687bf27,Extended Stay  - edmonton,0,1,2023-03-08 15:04:33.060,2023-03-09 11:00:00,97,0 days 19:55:26.940000,0
529362-abc5240abf6b437a804d5b9d5aef50b6,Marriott  - houston,0,1,2023-01-19 15:24:01.350,2023-01-20 11:00:00,262,0 days 19:35:58.650000,0
529768-a76148a5e62c48b4a5b2b58d8effc9d4,Aman Resorts - chicago,0,1,2023-03-23 17:30:52.155,2023-03-24 11:00:00,152,0 days 17:29:07.845000,0
